Date,adj_index_level
2022-04-27,889.6103279768138
2022-04-28,889.1593338860741
2022-04-29,861.8288794003549
2022-05-02,865.5644040557327
2022-05-03,870.9756348851598
2022-05-04,896.3399060912793
2022-05-05,869.4048970827661
2022-05-06,861.2153448291623
2022-05-09,839.81586869543
2022-05-10,838.9928902888475
2022-05-11,830.6788847868413
2022-05-12,836.9864391137636
2022-05-13,850.6951823446132
2022-05-16,850.6172248822451
2022-05-17,870.1733755070583
2022-05-18,841.3966410005315
2022-05-19,843.0226784322826
2022-05-20,843.0041782340307
2022-05-23,857.3278700952759
2022-05-24,853.7576728405161
2022-05-25,863.2010051604585
2022-05-26,878.1429243290805
2022-05-27,895.3902343287443
2022-05-31,887.0132815370994
2022-06-01,878.5551794228136
2022-06-02,892.8960191264755
2022-06-03,879.6946818002515
2022-06-06,881.5637175256488
2022-06-07,891.5952968707941
2022-06-08,879.9291391659972
2022-06-09,861.6705206768178
2022-06-10,842.0245912752042
2022-06-13,809.2249329802913
2022-06-14,799.6960137481914
2022-06-15,809.4323837891326
2022-06-16,778.2033511445173
2022-06-17,785.2760682285117
2022-06-21,794.487950222992
2022-06-22,797.0598052448685
2022-06-23,803.0108551111846
2022-06-24,827.9387873451343
2022-06-27,828.4934009136339
2022-06-28,814.5219637638784
2022-06-29,811.1922654028438
2022-06-30,803.6164968670128
